Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
43,No,Travel_Rarely,Sales,25,3,Medical,1076,Male,Sales Executive,Very High,Divorced,10798,5,13,3,18,Better,1,0,0,0
24,No,Travel_Rarely,Sales,4,1,Medical,1445,Female,Sales Executive,High,Married,4162,1,12,3,5,Better,5,4,0,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,Male,Manufacturing Director,High,Single,4033,2,11,3,5,Good,3,2,0,2
36,Yes,Travel_Rarely,Sales,9,4,Life Sciences,27,Male,Sales Representative,Low,Single,3407,7,23,4,10,Better,5,3,0,3
51,No,Travel_Rarely,Research & Development,6,3,Life Sciences,162,Male,Research Director,High,Single,19537,7,13,3,23,Better,20,18,15,15
45,No,Non-Travel,Sales,9,4,Life Sciences,1117,Female,Sales Executive,High,Married,5593,1,13,3,15,Better,15,10,4,12
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,94,Male,Research Scientist,Medium,Married,2703,0,23,4,6,Better,5,4,0,4
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1098,Male,Human Resources,Low,Married,10482,9,14,3,24,Better,20,6,3,6
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,451,Female,Healthcare Representative,Low,Married,9985,8,16,3,10,Good,1,0,0,0
29,No,Travel_Rarely,Sales,10,1,Marketing,463,Female,Sales Executive,Medium,Divorced,8268,1,14,3,7,Better,7,7,1,7
40,No,Travel_Frequently,Research & Development,9,4,Medical,1166,Female,Research Director,High,Single,13499,9,17,3,20,Good,18,7,2,13
24,No,Travel_Frequently,Human Resources,10,3,Medical,1746,Male,Human Resources,Very High,Married,2145,0,14,3,3,Better,2,2,2,1
38,No,Travel_Frequently,Research & Development,2,2,Medical,1760,Female,Laboratory Technician,Medium,Married,2468,4,14,3,9,Good,6,1,0,5
36,No,Non-Travel,Sales,8,4,Technical Degree,990,Male,Sales Executive,Very High,Divorced,5079,4,13,3,12,Better,7,7,0,7
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1333,Male,Laboratory Technician,Low,Married,2362,4,12,3,10,Best,3,2,1,2
45,No,Non-Travel,Research & Development,4,2,Life Sciences,972,Male,Laboratory Technician,Medium,Married,4447,1,12,3,9,Good,9,7,0,8
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1457,Male,Sales Executive,Very High,Divorced,10096,4,11,3,28,Best,7,7,4,3
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2012,Male,Laboratory Technician,Very High,Married,2406,8,19,3,8,Good,1,0,0,0
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,134,Male,Research Scientist,Low,Single,2956,1,13,3,1,Better,1,0,0,0
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,Male,Research Scientist,High,Single,2936,1,11,3,6,Better,6,4,0,2
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,470,Male,Human Resources,High,Divorced,2696,0,11,3,4,Better,3,2,1,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,1542,Male,Laboratory Technician,Medium,Married,4841,4,14,3,4,Better,1,0,0,0
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1439,Male,Sales Representative,Low,Married,4400,3,12,3,6,Better,3,2,2,2
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,578,Female,Laboratory Technician,High,Single,3780,7,11,3,19,Better,1,0,0,0
40,No,Travel_Rarely,Research & Development,2,3,Medical,521,Female,Laboratory Technician,High,Married,3448,6,22,4,20,Better,1,0,0,0
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1288,Male,Manager,Low,Divorced,19190,1,14,3,26,Good,25,9,14,13
31,No,Travel_Rarely,Research & Development,12,1,Medical,246,Female,Research Scientist,Very High,Married,3929,8,23,4,7,Better,4,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Medical,574,Female,Manufacturing Director,Very High,Divorced,5070,5,13,3,20,Better,5,0,0,4
53,No,Travel_Rarely,Sales,6,2,Marketing,205,Male,Sales Representative,High,Married,2306,2,20,4,13,Bad,7,7,4,5
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1676,Female,Manager,Medium,Divorced,15972,6,14,3,29,Better,3,2,1,2
46,No,Travel_Rarely,Sales,10,3,Marketing,580,Female,Sales Executive,Very High,Married,9071,2,19,3,15,Better,3,2,1,2
52,No,Non-Travel,Sales,29,4,Life Sciences,2019,Male,Sales Representative,Very High,Divorced,3482,2,15,3,16,Good,9,8,0,0
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,933,Female,Research Scientist,High,Single,2318,1,19,3,1,Better,1,1,0,0
50,No,Travel_Rarely,Research & Development,2,4,Medical,1061,Male,Research Director,High,Married,19237,2,11,3,29,Good,8,1,7,7
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1522,Male,Research Scientist,Low,Single,2362,6,13,3,11,Bad,9,7,0,7
35,No,Travel_Rarely,Sales,17,4,Life Sciences,1218,Male,Sales Executive,Low,Married,8966,3,15,3,15,Better,7,7,1,7
21,No,Travel_Rarely,Research & Development,3,2,Medical,379,Male,Research Scientist,High,Single,3230,1,17,3,3,Best,3,2,1,0
33,No,Non-Travel,Sales,8,1,Life Sciences,1044,Female,Sales Representative,Very High,Single,2342,0,19,3,3,Good,2,2,2,2
40,No,Travel_Rarely,Sales,9,2,Medical,1548,Male,Sales Executive,Low,Married,5473,0,12,3,9,Best,8,4,7,1
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,638,Male,Research Director,High,Divorced,19502,1,17,3,31,Better,31,9,0,9
33,No,Travel_Frequently,Sales,7,3,Medical,1477,Male,Sales Executive,Low,Married,4373,0,14,3,5,Better,4,3,0,3
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1032,Female,Manufacturing Director,Very High,Single,13726,3,13,3,30,Better,5,3,4,3
34,No,Travel_Rarely,Research & Development,1,2,Medical,110,Male,Manufacturing Director,Medium,Married,4325,1,15,3,5,Better,5,2,1,3
42,No,Non-Travel,Human Resources,2,5,Medical,1231,Male,Human Resources,Low,Married,6272,7,16,3,10,Best,4,3,0,3
35,No,Travel_Rarely,Sales,2,3,Marketing,49,Female,Sales Representative,Very High,Married,2014,1,13,3,2,Better,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1467,Female,Human Resources,High,Married,2742,1,15,3,2,Better,2,2,2,2
56,No,Travel_Rarely,Research & Development,9,3,Medical,762,Male,Healthcare Representative,Very High,Married,11103,7,11,3,30,Good,10,7,1,1
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1739,Male,Sales Executive,High,Married,9610,3,13,3,10,Bad,4,3,0,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,899,Male,Manufacturing Director,Medium,Married,10903,3,16,3,16,Better,13,10,4,8
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,848,Female,Research Scientist,High,Married,2366,1,14,3,8,Better,8,7,1,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,416,Male,Sales Executive,Very High,Married,6929,4,11,3,10,Good,8,7,7,7
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1420,Male,Laboratory Technician,Low,Single,4284,3,20,4,20,Better,4,3,1,3
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,723,Male,Sales Executive,High,Married,6796,3,14,3,18,Better,4,3,1,3
50,No,Travel_Frequently,Human Resources,3,3,Medical,644,Male,Manager,Medium,Married,18200,1,11,3,32,Better,32,5,10,7
32,No,Travel_Rarely,Sales,4,2,Life Sciences,330,Female,Sales Representative,Medium,Married,3931,2,11,3,6,Better,4,3,1,2
33,No,Travel_Rarely,Research & Development,1,4,Other,939,Male,Research Scientist,Low,Single,2799,3,11,3,6,Better,3,2,0,2
45,No,Travel_Rarely,Research & Development,8,4,Other,452,Male,Research Scientist,Very High,Married,3697,9,14,3,12,Better,10,9,9,8
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,836,Male,Manufacturing Director,Medium,Married,4434,1,13,3,10,Good,9,8,7,8
31,No,Travel_Rarely,Sales,2,1,Life Sciences,604,Male,Sales Executive,Very High,Single,6582,4,13,3,10,Best,6,5,0,5
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2007,Male,Research Scientist,High,Single,3375,0,12,3,4,Best,3,2,1,2
38,No,Travel_Rarely,Research & Development,10,3,Medical,2015,Female,Research Director,High,Married,13206,3,12,3,20,Better,18,16,1,11
28,No,Travel_Rarely,Human Resources,8,2,Medical,869,Male,Human Resources,Very High,Divorced,4936,1,13,3,6,Better,5,1,0,4
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1275,Male,Research Scientist,Very High,Single,2875,1,20,4,8,Good,8,5,2,2
43,No,Travel_Frequently,Sales,2,4,Life Sciences,1849,Male,Sales Executive,Very High,Married,5675,1,20,4,7,Better,7,7,7,7
35,No,Travel_Rarely,Sales,1,5,Marketing,204,Male,Sales Executive,Medium,Married,7295,1,13,3,10,Better,10,8,0,6
41,No,Travel_Rarely,Sales,6,3,Life Sciences,298,Female,Manager,Very High,Single,13591,3,18,3,16,Better,1,0,0,0
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,Male,Healthcare Representative,Low,Married,8321,7,13,3,15,Better,12,8,5,7
50,No,Travel_Rarely,Sales,1,4,Medical,323,Female,Manager,Very High,Divorced,19517,3,11,3,32,Good,7,0,0,6
50,Yes,Travel_Frequently,Sales,1,4,Other,1113,Male,Sales Executive,High,Single,4728,3,14,3,5,Better,0,0,0,0
41,Yes,Travel_Rarely,Sales,20,2,Marketing,248,Female,Sales Representative,Medium,Single,3140,1,22,4,4,Good,4,3,0,2
59,No,Travel_Rarely,Sales,1,2,Technical Degree,1048,Male,Manager,Very High,Married,11904,3,14,3,14,Bad,6,4,0,4
32,No,Non-Travel,Research & Development,29,4,Medical,1046,Female,Laboratory Technician,High,Single,4025,9,12,3,10,Better,8,7,7,7
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,505,Female,Manager,Very High,Single,16659,2,13,3,30,Better,5,4,1,2
54,No,Travel_Rarely,Research & Development,7,4,Medical,1830,Female,Research Scientist,Very High,Married,6854,4,15,3,14,Good,7,1,1,7
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,1494,Male,Laboratory Technician,Low,Single,3172,2,11,3,4,Good,0,0,0,0
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,347,Female,Research Scientist,Low,Single,6545,3,13,3,10,Better,3,2,0,2
36,No,Travel_Rarely,Research & Development,27,3,Medical,13,Male,Healthcare Representative,High,Married,5237,6,13,3,17,Good,7,7,7,7
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,827,Female,Manufacturing Director,Very High,Married,6062,9,13,3,8,Better,4,3,0,2
27,No,Non-Travel,Research & Development,3,3,Medical,850,Male,Research Scientist,Very High,Married,1706,1,11,3,0,Good,0,0,0,0
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1749,Male,Sales Executive,High,Married,8346,1,19,3,6,Better,5,2,0,2
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,581,Male,Manufacturing Director,Medium,Divorced,10648,1,25,4,13,Best,13,8,0,8
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,Male,Manager,High,Single,15379,4,14,3,23,Better,8,7,0,0
29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1859,Male,Healthcare Representative,High,Divorced,6384,8,17,3,11,Better,7,0,1,6
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1703,Female,Healthcare Representative,Very High,Married,7879,1,19,3,9,Better,8,7,6,7
32,Yes,Travel_Frequently,Research & Development,16,1,Life Sciences,33,Female,Research Scientist,Low,Single,3919,1,22,4,10,Better,10,2,6,7
35,No,Travel_Rarely,Sales,1,4,Marketing,100,Male,Sales Executive,Low,Single,4312,0,14,3,16,Better,15,13,2,8
51,No,Travel_Frequently,Sales,9,3,Life Sciences,1282,Male,Manager,Medium,Divorced,19847,4,24,4,31,Good,29,10,11,10
50,No,Travel_Frequently,Research & Development,1,3,Life Sciences,141,Female,Research Director,Medium,Married,18172,3,19,3,28,Good,8,3,0,7
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1747,Female,Human Resources,Very High,Divorced,2180,6,11,3,6,Good,4,2,1,2
30,No,Non-Travel,Sales,25,2,Technical Degree,475,Female,Sales Executive,High,Married,4736,7,12,3,4,Best,2,2,2,2
30,No,Travel_Rarely,Human Resources,9,3,Human Resources,184,Male,Human Resources,Very High,Married,6347,0,19,3,12,Bad,11,9,4,7
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,465,Male,Research Scientist,Very High,Divorced,2904,1,12,3,4,Good,4,2,0,2
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,826,Female,Research Scientist,High,Single,2506,3,13,3,7,Better,2,2,2,2
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,844,Male,Research Director,Very High,Divorced,12808,1,16,3,9,Better,9,8,0,8
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1246,Female,Research Scientist,Very High,Married,2011,1,13,3,10,Better,10,5,7,7
53,No,Travel_Rarely,Sales,1,1,Medical,682,Female,Sales Executive,Low,Single,8381,7,20,4,18,Best,14,7,8,10
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,1551,Male,Laboratory Technician,Low,Divorced,2296,0,14,3,2,Better,1,1,0,0
34,No,Travel_Rarely,Sales,7,2,Technical Degree,1541,Male,Sales Representative,High,Married,2308,0,25,4,12,Better,11,10,5,7
24,No,Non-Travel,Sales,13,2,Life Sciences,1495,Female,Sales Representative,Medium,Married,2033,1,13,3,1,Better,1,0,0,0
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,Female,Manufacturing Director,Low,Divorced,10252,2,21,4,17,Better,7,7,7,7
20,Yes,Travel_Rarely,Sales,2,3,Medical,922,Female,Sales Representative,High,Single,2044,1,13,3,2,Good,2,2,0,2
32,Yes,Travel_Rarely,Research & Development,9,3,Medical,190,Female,Laboratory Technician,Low,Single,4200,7,22,4,10,Best,5,4,0,4
42,No,Travel_Rarely,Research & Development,24,3,Medical,605,Male,Manufacturing Director,Low,Married,7406,1,21,4,10,Good,10,9,5,8
32,No,Travel_Rarely,Research & Development,2,4,Medical,439,Female,Research Scientist,Very High,Single,5055,7,16,3,10,Good,7,7,0,7
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,319,Male,Manager,Very High,Married,19232,1,11,3,22,Better,22,17,11,15
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1346,Male,Research Scientist,Very High,Single,4661,1,13,3,9,Better,9,8,8,8
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1027,Female,Manufacturing Director,Very High,Married,4227,0,18,3,4,Better,3,2,2,2
24,No,Travel_Rarely,Research & Development,17,1,Medical,1009,Female,Manufacturing Director,High,Divorced,4377,1,15,3,5,Better,4,2,3,2
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,421,Female,Research Director,Medium,Married,12061,3,17,3,19,Better,10,8,0,1
59,No,Travel_Rarely,Research & Development,18,4,Medical,1283,Male,Manufacturing Director,Very High,Single,10512,6,12,3,25,Good,9,7,5,4
29,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,1868,Male,Research Scientist,Very High,Single,2439,1,24,4,1,Good,1,0,1,0
52,No,Travel_Frequently,Research & Development,28,2,Medical,1401,Female,Manufacturing Director,High,Married,13247,2,11,3,24,Good,5,3,0,2
26,No,Travel_Frequently,Sales,1,3,Medical,956,Male,Sales Executive,Low,Single,4294,1,12,3,7,Better,7,7,0,7
44,No,Travel_Rarely,Sales,1,5,Marketing,68,Female,Sales Executive,Low,Divorced,5454,5,21,4,9,Good,4,3,1,3
46,Yes,Travel_Rarely,Research & Development,21,2,Medical,1821,Female,Healthcare Representative,Medium,Married,8926,4,22,4,13,Best,9,7,3,7
24,No,Travel_Rarely,Sales,10,4,Marketing,507,Female,Sales Executive,High,Divorced,4260,1,12,3,5,Best,5,2,0,3
38,No,Non-Travel,Research & Development,6,3,Medical,107,Female,Research Scientist,Very High,Divorced,5329,7,12,3,17,Better,13,11,1,9
35,No,Travel_Rarely,Sales,1,3,Medical,620,Female,Sales Executive,High,Single,4859,1,16,3,5,Better,5,4,0,3
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,1331,Female,Sales Representative,Medium,Single,2302,1,11,3,3,Best,3,2,2,2
27,No,Travel_Rarely,Research & Development,1,2,Medical,497,Male,Laboratory Technician,Medium,Divorced,3816,1,11,3,5,Better,5,2,0,4
28,No,Travel_Frequently,Research & Development,1,4,Medical,1286,Male,Laboratory Technician,High,Single,2154,0,11,3,5,Good,4,2,0,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,286,Female,Laboratory Technician,Very High,Single,2153,1,13,3,8,Better,8,1,1,7
56,Yes,Travel_Rarely,Research & Development,7,2,Technical Degree,2032,Male,Laboratory Technician,High,Married,2339,8,11,3,14,Bad,10,9,9,8
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,407,Male,Laboratory Technician,Very High,Married,3688,4,18,3,4,Better,1,0,0,0
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1165,Female,Sales Executive,Low,Married,7336,1,13,3,11,Bad,11,8,3,10
46,No,Travel_Rarely,Sales,4,2,Marketing,1280,Female,Manager,Medium,Married,18789,2,14,3,26,Better,11,4,0,8
40,No,Non-Travel,Research & Development,8,2,Life Sciences,1552,Male,Healthcare Representative,Very High,Divorced,4069,3,18,3,8,Better,2,2,2,2
54,No,Non-Travel,Human Resources,26,3,Human Resources,148,Female,Manager,Very High,Single,17328,2,12,3,23,Better,5,3,4,4
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1716,Male,Sales Executive,High,Married,12936,7,11,3,25,Bad,23,5,14,10
33,No,Non-Travel,Sales,17,3,Life Sciences,992,Male,Manager,High,Single,17444,1,11,3,10,Better,10,8,6,0
40,No,Travel_Rarely,Research & Development,2,4,Medical,2051,Female,Research Scientist,High,Married,2001,2,14,3,20,Better,5,3,0,2
28,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1514,Male,Manufacturing Director,Medium,Married,6549,1,14,3,8,Good,8,6,1,7
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1995,Male,Sales Executive,Medium,Married,4440,0,15,3,16,Better,15,13,5,8
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1182,Male,Manufacturing Director,Medium,Divorced,10274,2,18,3,15,Best,7,7,6,4
32,No,Travel_Frequently,Research & Development,13,3,Other,1234,Female,Laboratory Technician,Medium,Married,2743,1,20,4,2,Better,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1969,Female,Research Scientist,High,Married,2897,3,11,3,9,Good,4,3,2,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,887,Female,Research Scientist,Low,Married,3580,2,16,3,7,Better,4,2,0,2
38,No,Travel_Rarely,Sales,10,2,Life Sciences,2041,Female,Sales Executive,Very High,Married,5343,1,11,3,10,Better,10,7,1,9
32,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1939,Female,Research Scientist,High,Single,2432,3,14,3,8,Better,4,1,0,3
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1802,Female,Laboratory Technician,Low,Married,3377,4,17,3,7,Good,4,3,0,2
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,593,Male,Laboratory Technician,High,Single,3894,5,16,3,4,Better,2,2,1,2
47,No,Non-Travel,Research & Development,1,1,Medical,2000,Female,Research Director,Medium,Married,11957,0,18,3,14,Bad,13,8,5,12
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1126,Female,Manufacturing Director,Low,Married,10820,8,11,3,18,Better,8,7,0,1
37,No,Travel_Frequently,Sales,4,4,Marketing,311,Male,Sales Representative,Very High,Divorced,2793,4,17,3,13,Better,9,8,5,8
33,No,Travel_Frequently,Sales,10,3,Marketing,446,Male,Sales Executive,Very High,Single,4682,3,14,3,9,Good,7,7,0,1
49,No,Travel_Rarely,Research & Development,16,3,Medical,1674,Female,Laboratory Technician,Low,Divorced,2587,4,16,3,17,Good,2,2,2,2
34,No,Travel_Rarely,Research & Development,7,4,Life Sciences,28,Female,Research Director,Medium,Single,11994,0,11,3,13,Better,12,6,2,11
47,No,Travel_Rarely,Sales,2,2,Marketing,903,Female,Sales Executive,Very High,Married,4537,0,22,4,8,Better,7,6,7,7
32,No,Non-Travel,Research & Development,15,4,Medical,1955,Female,Healthcare Representative,Very High,Divorced,6667,5,18,3,9,Better,5,1,1,2
24,No,Non-Travel,Research & Development,9,3,Life Sciences,812,Male,Laboratory Technician,Medium,Divorced,2694,1,11,3,1,Better,1,0,0,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,Male,Research Scientist,High,Divorced,2703,1,14,3,3,Better,3,1,0,2
46,No,Travel_Rarely,Research & Development,7,2,Medical,1007,Male,Manufacturing Director,High,Divorced,10845,6,13,3,13,Better,8,7,0,7
23,No,Travel_Rarely,Research & Development,4,1,Medical,1735,Female,Laboratory Technician,Medium,Single,3295,1,13,3,3,Bad,3,2,1,2
51,No,Travel_Frequently,Sales,2,3,Marketing,1391,Male,Sales Executive,Medium,Married,10596,2,11,3,14,Better,4,2,3,2
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,373,Male,Laboratory Technician,Very High,Married,3210,0,11,3,16,Better,15,13,10,11
37,No,Travel_Rarely,Research & Development,10,3,Medical,1640,Female,Research Scientist,Medium,Married,3936,1,11,3,8,Bad,8,4,7,7
60,No,Travel_Rarely,Sales,7,4,Marketing,1233,Male,Sales Executive,Very High,Divorced,5220,0,18,3,12,Better,11,7,1,9
